model consumption,emissions,energylabel
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,136,Cv,L3H2,3.500,kg,M6,7,184,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L2H2,3.500,kg,M6,6.9,180,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L2H2,3.500,kg,M6(FC2),7,184,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L2H3,3.500,kg,M6,6.9,180,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L2H3,3.500,kg,M6(FC2),7,184,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,7,184,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,RG8.1,212,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,RG,(FC2),8.2,216,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,RS,8.3,217,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,7,184,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,RG8.1,212,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,RG,(FC2),8.2,216,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H3,3.500,kg,M6,RS,8.3,217,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L4H2,3.500,kg,M6,RG8.2,216,NA
Opel Movano,Furgon,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L4H3,3.500,kg,M6,RG8.2,216,NA
Opel Movano,Furgon,MY17,Doble,Cabina,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,8,211,NA
Opel Movano,Gran,Volumen,2.3,CDTI,125,Cv,L4H1,3.500,kg,M6RG,22m3,8.9,232,NA
Opel Movano,Gran,Volumen,2.3,CDTI,130,Cv,L4H1,3.500,kg,M6RG,22m3,9.3,242,NA
Opel Movano,Gran,Volumen,2.3,CDTI,150,Cv,L4H1,3.500,kg,M6RG,22m3,8.9,232,NA
Opel Movano,Gran,Volumen,2.3,CDTI,165,Cv,L4H1,3.500,kg,M6RG,22m3,8.6,222,NA
Opel Movano,Gran,Volumen,2.3,CDTI,Start,&,Stop,165,Cv,L4H1,3.500,kg,M6RG,22m3,8.2,216,NA
Opel Movano,Gran,Volumen,MY12,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG,22m3,9.4,249,NA
Opel Movano,Gran,Volumen,MY12,2.3,CDTI,146,Cv,L3H1,3.500,kg,M6RG,22m3,9.4,249,NA
Opel Movano,Gran,Volumen,MY17,2.3,CDTI,125,Cv,L4H1,3.500,kg,M6RG,22m3,8.9,232,NA
Opel Movano,Plataforma,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Plataforma,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Plataforma,2.3,CDTI,130,Cv,L2H2,3.500,kg,M6,7.9,207,NA
Opel Movano,Plataforma,2.3,CDTI,130,Cv,L3H2,3.500,kg,M6,8.2,212,NA
Opel Movano,Plataforma,2.3,CDTI,145,Cv,L2H2,3.500,kg,M6,7.3,189,NA
Opel Movano,Plataforma,2.3,CDTI,145,Cv,L3H2,3.500,kg,M6,7.4,192,NA
Opel Movano,Plataforma,2.3,CDTI,150,Cv,L2H2,3.500,kg,M6,8.8,229,NA
Opel Movano,Plataforma,2.3,CDTI,150,Cv,L3H2,3.500,kg,M6,8.8,229,NA
Opel Movano,Plataforma,2.3,CDTI,Start,&,Stop,165,Cv,L2H2,3.500,kg,M6,7.2,190,NA
Opel Movano,Plataforma,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,7.2,190,NA
Opel Movano,Plataforma,MY12,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,9.2,243,NA
Opel Movano,Plataforma,MY12,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,9.2,243,NA
Opel Movano,Plataforma,MY12,2.3,CDTI,146,Cv,L2H2,3.500,kg,M6,9.2,243,NA
Opel Movano,Plataforma,MY12,2.3,CDTI,146,Cv,L3H2,3.500,kg,M6,9.2,243,NA
Opel Movano,Plataforma,MY14,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,8.8,229,NA
Opel Movano,Plataforma,MY14,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,8.8,229,NA
Opel Movano,Plataforma,MY17,2.3,CDTI,125,Cv,L2H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Plataforma,MY17,2.3,CDTI,125,Cv,L3H2,3.500,kg,M6,8.6,226,NA
Opel Movano,Plataforma,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L2H2,3.500,kg,M6,7.2,190,NA
Opel Movano,Plataforma,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H2,3.500,kg,M6,7.2,190,NA
Opel Movano,Volquete,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,Volquete,2.3,CDTI,130,Cv,L3H1,3.500,kg,M6RG9.3,242,NA
Opel Movano,Volquete,2.3,CDTI,150,Cv,L3H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,Volquete,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6RG8.6,222,NA
Opel Movano,Volquete,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6RG8.2,216,NA
Opel Movano,Volquete,MY12,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG9.4,249,NA
Opel Movano,Volquete,MY12,2.3,CDTI,146,Cv,L3H1,3.500,kg,M6RG9.4,249,NA
Opel Movano,Volquete,MY17,2.3,CDTI,125,Cv,L3H1,3.500,kg,M6RG8.9,232,NA
Opel Movano,Volquete,MY17,2.3,CDTI,Start,&,Stop,165,Cv,L3H1,3.500,kg,M6RG8.2,216,NA
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,140,Cv,L2H1,2.700,kg,M6,6.2,164,NA
Opel Vivaro,Combi,1.6,CDTI,115,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,1.6,CDTI,115,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,1.6,CDTI,115,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,1.6,CDTI,125,Cv,L1H1,2.700,kg,M6,6.1,159,NA
Opel Vivaro,Combi,1.6,CDTI,125,Cv,L1H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Combi,1.6,CDTI,125,Cv,L2H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Combi,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,1.6,CDTI,90,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Combi,1.6,CDTI,90,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,1.6,CDTI,95,Cv,L1H1,2.700,kg,M6,6.3,164,NA
Opel Vivaro,Combi,1.6,CDTI,95,Cv,L1H1,2.900,kg,M6,6.3,164,NA
Opel Vivaro,Combi,1.6,CDTI,95,Cv,L2H1,2.900,kg,M6,6.3,164,NA
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,120,Cv,L1H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,5.7,149,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,5.7,149,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.7,149,A
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.6,145,A
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,140,Cv,L1H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,140,Cv,L2H1,2.700,kg,M6,6.2,164,NA
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,5.7,149,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,5.7,149,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.6,145,A
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.7,149,A
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,95,Cv,L1H1,2.700,kg,M6,6.1,159,C
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,95,Cv,L1H1,2.700,kg,M6,(BRR),6,155,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,95,Cv,L1H1,2.900,kg,M6,6.1,159,C
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,95,Cv,L1H1,2.900,kg,M6,(BRR),6,155,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,95,Cv,L2H1,2.900,kg,M6,6.1,159,B
Opel Vivaro,Combi,1.6,CDTI,Start,&,Stop,95,Cv,L2H1,2.900,kg,M6,(BRR),6,155,B
Opel Vivaro,Combi,MY11,2.0,CDTI,114,Cv,2.700,kg,M6,L1,6,o,9,7.6,202,F
Opel Vivaro,Combi,MY11,2.0,CDTI,114,Cv,2.900,kg,M6,L1,6,o,9,7.6,202,F
Opel Vivaro,Combi,MY11,2.0,CDTI,114,Cv,2.900,kg,M6,L2,6,o,9,7.6,202,E
Opel Vivaro,Combi,MY11,2.0,CDTI,114,Cv,2.900,kg,M6,L2,9,E04,7.5,199,D
Opel Vivaro,Combi,MY11,L1,2900,kg,146,Cv,E04,Combi,9,8.8,232,G
Opel Vivaro,Combi,MY11,L1,2900,kg,146,Cv,MTA,E04,Combi,9,8.3,218,G
Opel Vivaro,Combi,MY11,L2,2900,kg,114,Cv,E05,Combi,6/9,7.6,202,E
Opel Vivaro,Combi,MY11,L2,2900,kg,146,Cv,E04,Combi,9,8.8,232,F
Opel Vivaro,Combi,MY11,L2,2900,kg,146,Cv,MTA,E04,Combi,9,8.3,218,F
Opel Vivaro,Combi,MY12,2.0,CDTI,114,Cv,2.700,kg,M6,L1,E04,7.5,199,F
Opel Vivaro,Combi,MY12,2.0,CDTI,114,Cv,2.900,kg,M6,L1,E04,7.7,203,F
Opel Vivaro,Combi,MY12,2.0,CDTI,114,Cv,2.900,kg,M6,L2,E04,7.5,199,D
Opel Vivaro,Combi,MY12,2.0,CDTI,90,Cv,2.700,kg,M6,L1,E04,7.5,199,F
Opel Vivaro,Combi,MY12,2.0,CDTI,90,Cv,2.900,kg,M6,L1,E04,7.7,203,F
Opel Vivaro,Combi,MY12,2.0,CDTI,90,Cv,2.900,kg,M6,L2,E04,7.5,199,D
Opel Vivaro,Combi,MY12,Vivaro,Combi,MY12,2900,kg,"Bad,Road",7.6,200,E
Opel Vivaro,Combi,MY14'5,2.0,CDTI,114,Cv,2.700,kg,M6,L1,7.6,202,F
Opel Vivaro,Combi,MY14'5,2.0,CDTI,114,Cv,2.900,kg,M6,L1,7.6,202,F
Opel Vivaro,Combi,MY14'5,2.0,CDTI,114,Cv,2.900,kg,M6,L2,7.3,190,D
Opel Vivaro,Combi,MY14'5,2.0,CDTI,114,Cv,L1,2.700,kg,M6,8,210,NA
Opel Vivaro,Combi,MY14'5,2.0,CDTI,114,Cv,L2,2.900,kg,M6,8,210,NA
Opel Vivaro,Combi,MY14'5,2.0,CDTI,90,Cv,2.700,kg,M6,L1,7.6,202,F
Opel Vivaro,Combi,MY14'5,2.0,CDTI,90,Cv,2.900,kg,M6,L1,7.6,202,F
Opel Vivaro,Combi,MY14'5,2.0,CDTI,90,Cv,2.900,kg,M6,L2,7.3,190,D
Opel Vivaro,Combi,MY15'5,1.6,CDTI,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Combi,MY15'5,1.6,CDTI,Start,&,Stop,140,Cv,L2H1,2.700,kg,M6,6.2,164,NA
Opel Vivaro,Combi,MY15'5,1.6,CDTI,115,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY15'5,1.6,CDTI,115,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,MY15'5,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY16,"1.6,CDTI,Start,&,Stop,120,Cv,L1H1,2.900,kg,M6")",5.7,150,B
Opel Vivaro,Combi,MY16,"1.6,CDTI,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,,5.7,150,A
Opel Vivaro,Combi,MY16,1.6,CDTI,115,Cv,L1H1,2.700,kg,M6,6.6,174,C
Opel Vivaro,Combi,MY16,1.6,CDTI,115,Cv,L1H1,2.900,kg,M6,6.6,174,C
Opel Vivaro,Combi,MY16,1.6,CDTI,115,Cv,L2H1,2.900,kg,M6,6.6,174,B
Opel Vivaro,Combi,MY16,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.6,174,C
Opel Vivaro,Combi,MY16,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,5.7,150,B
Opel Vivaro,Combi,MY16,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.7,150,A
Opel Vivaro,Combi,MY16,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,6.4,167,C
Opel Vivaro,Combi,MY16,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6.4,167,B
Opel Vivaro,Combi,MY16,1.6,CDTI,Start,&,Stop,120,Cv,L1H1,2.900,kg,M6,5.7,149,B
Opel Vivaro,Combi,MY16,1.6,CDTI,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,5.7,149,A
Opel Vivaro,Combi,MY16,1.6,CDTI,Start,&,Stop,140,Cv,L1H1,2.900,kg,M6,6.2,164,C
Opel Vivaro,Combi,MY16,1.6,CDTI,Start,&,Stop,140,Cv,L2H1,2.900,kg,M6,6.2,164,B
Opel Vivaro,Combi,MY16,1.6,CDTI,Start,&,Stop,95,Cv,L1H1,2.700,kg,M6,6.3,164,C
Opel Vivaro,Combi,MY16,1.6,CDTI,Start,&,Stop,95,Cv,L1H1,2.900,kg,M6,6.3,164,C
Opel Vivaro,Combi,MY16,1.6,CDTI,Start,&,Stop,95,Cv,L2H1,2.900,kg,M6,6.3,164,B
Opel Vivaro,Combi,MY16´5,1.6,CDT,Biturbo,Start,&,Stop,120,Cv,L1H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Combi,MY16´5,1.6,CDT,Biturbo,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Combi,MY16´5,1.6,CDT,Biturbo,Start,&,Stop,140,Cv,L1H1,2.900,kg,M6,6.1,160,NA
Opel Vivaro,Combi,MY16´5,1.6,CDT,Biturbo,Start,&,Stop,140,Cv,L2H1,2.700,kg,M6,6.2,164,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,115,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,115,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,115,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,90,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Combi,MY17,1.6,CDTI,90,Cv,L2H1,2.900,kg,M6,6.6,174,NA
Opel Vivaro,Combi,MY17,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,MY17,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,MY17,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.6,145,A
Opel Vivaro,Combi,MY17´5,1.6,CDTI,125,Cv,L1H1,2.700,kg,M6,6.1,159,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,125,Cv,L1H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,125,Cv,L2H1,2.900,kg,M6,6.1,159,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,95,Cv,L1H1,2.700,kg,M6,6.3,164,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,95,Cv,L1H1,2.900,kg,M6,6.3,164,NA
Opel Vivaro,Combi,MY17´5,1.6,CDTI,95,Cv,L2H1,2.900,kg,M6,6.3,164,NA
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,5.7,149,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L1H1,2.900,kg,M6,5.7,149,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.7,149,A
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L1H1,2.900,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,MY17´5,1.6,CDT,Biturbo,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,5.7,149,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.8,152,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.8,152,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.6,145,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,5.7,149,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,5.9,157,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,154,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,5.9,154,A
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),6,157,B
Opel Vivaro,Combi,PLUS,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,125,Cv,L1H1,2.700,kg,M6,(BRR),5.6,145,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,125,Cv,L2H1,2.900,kg,M6,(BRR),5.6,145,A
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,(BRR),5.9,152,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,6,155,B
Opel Vivaro,Combi,PLUS,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.900,kg,M6,(BRR),5.9,152,A
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6.1,159,C
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,156,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,5.9,152,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6.1,159,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6,156,B
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,5.9,152,A
Opel Vivaro,Combi,TOURER,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,5.9,152,B
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L1H1,2.700,kg,M6,6,155,B
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,5.9,152,A
Opel Vivaro,Combi,TOURER,MY17'5,1.6,CDTI,Start,&,Stop,145,Cv,L2H1,2.700,kg,M6,6,155,B
Opel Vivaro,Furgon,1.6,CDTI,115,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,115,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,115,Cv,L2H1,2900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,120,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,120,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,120,Cv,L2H1,2900,kg,M6,6.7,174,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L1H2,2.900,kg,M6,7.3,191,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L2H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,140,Cv,L2H2,2.900,kg,M6,7.3,191,NA
Opel Vivaro,Furgon,1.6,CDTI,90,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,90,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,90,Cv,L2H1,2900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,95,Cv,L1H1,2.700,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,95,Cv,L1H1,2.900,kg,M6,6.5,170,NA
Opel Vivaro,Furgon,1.6,CDTI,95,Cv,L2H1,2900,kg,M6,6.7,174,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L1H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L1H2,2.900,kg,M6,6.9,181,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L2H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Stop,120,Cv,L2H2,2.900,kg,M6,6.9,181,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L1H1,2.900,kg,M6,5.9,155,NA
Opel Vivaro,Furgon,1.6,CDTI,Start,&,Sto,Biturbo,125,Cv,L1H2,2.900,kg,M6,6.8,175,NA
